,Dates,USD_Coin,Polygon,Cardano,Binance_Coin,Dogecoin,Bitcoin_Cash,Ethereum,Bitcoin_SV,Tether,BitTorrent,Bitcoin,Crypto.com_Coin,Tezos,Waves,XPR,Monero,THETA,FTX_Token,Filecoin,Stellar,Algorand,Maker,IOTA,Aave,Tron,VeChain,Dash,Litecoin,Dai,Ethereum_Classic,Chainlink,Cosmos,LEO,EOS
0,2020-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2020-01-03,0.998404289270441,1.0313565098841242,1.0432002447605937,1.0475825019186493,1.021510755377689,1.1368426437487211,1.0556647535183585,1.1037339933283115,0.9986073808813289,1.0474452554744524,1.0539830630113391,1.048632218844985,1.034643138337162,1.0147414973149416,1.0305632600810752,1.1172616953921914,1.0306603773584906,1.02875414274378,1.0062893081761006,1.04659169153087,1.0631431244153415,1.0237432802037159,1.0520563522648299,1.0,1.044998053717408,1.0449636756332024,1.097798899449725,1.0662857720699768,0.999170688328687,1.0786127167630057,1.0344827586206897,1.0355023806617019,1.0320280396422528,1.0724077614611722
2,2020-01-04,0.9982347450054253,1.0143149284253647,1.0514303197185255,1.0629316960859554,1.1540770385192598,1.1481993042766525,1.0561364887176665,1.175293231464543,0.9997015816174276,1.054744525547445,1.0588201521458305,1.048632218844985,1.0119643828277827,1.0017900389596714,1.0300298698527843,1.1091276820260287,1.1014150943396226,1.0120431312141156,1.0283018867924527,1.0479687858618316,1.097754911131899,1.0228001509006885,1.0950786531050605,1.0,1.0456208641494829,1.1046534459061457,1.155327663831916,1.083400748306199,0.9991606966218038,1.1221658605638787,1.0459770114942528,1.0389696007813454,1.0232052211747642,1.0768417198877271
3,2020-01-05,0.9983005680730197,1.0068166325835037,1.0590790882667893,1.0798158096699921,1.0405202601300652,1.1401166359729897,1.066042927903137,1.1875605294307543,0.9979110713219935,1.0510948905109487,1.0582029567963256,1.048632218844985,1.01248386756386,0.9367168579551436,1.037710689140175,1.1800474850510023,1.107311320754717,0.997992811464314,1.0125786163522013,1.0438375028689466,1.0720299345182414,1.0313118928605112,1.0860446016804595,1.0,1.053639548462445,1.0730414294129198,1.280390195097549,1.0986449590454042,0.9987610283464723,1.1485195234163028,1.0344827586206897,1.0272250030521304,1.0294899685762628,1.0926249847455556
4,2020-01-06,0.9972424123954808,1.0593047034764898,1.1415940033654584,1.1481197237145049,1.07703851925963,1.2490280335584205,1.1327934586052364,1.2672979662111266,0.9988063264697105,1.127737226277372,1.1136931247308743,1.115501519756839,1.0547894057581635,0.9555649152363904,1.1897802432259437,1.2966496658459372,1.1733490566037736,1.0197918125379264,1.0,1.1574477851732847,1.1309635173058934,1.093534848627747,1.1538947501421446,1.0,1.1421564811210678,1.1254663263302571,1.4157078539269636,1.157295985438366,0.9932955646813144,1.1882741535920724,1.1149425287356323,1.0020021975338786,1.0537829344935943,1.1589309685555058
5,2020-01-07,0.9964186267313461,1.029311520109073,1.1332415481107543,1.1527244819646967,1.0915457728864433,1.2414057704112955,1.1246167151505622,1.2251156784676638,0.9963195066149407,1.0656934306569341,1.1706186306875273,1.1580547112462005,1.0474273330140664,0.9405075286932716,1.1388414764241515,1.2872625747449875,1.1285377358490565,1.0091490454184755,1.022012578616352,1.1129217351388572,1.079045837231057,1.1185513533905498,1.1751847874155035,1.0,1.1167769560140142,1.0954250932652658,1.3676838419209607,1.1730205278592378,0.9978018244856768,1.14040344461484,1.2126436781609196,0.9965083628372604,1.0723954556441864,1.157995362648985
6,2020-01-08,0.9983235064147571,1.0218132242672189,1.1110601193207896,1.1158864159631618,1.069534767383642,1.2280028647431966,1.1070838902429438,1.2285591305283545,0.9960210882323685,1.072992700729927,1.156825032295106,1.209726443768997,1.0665752157079196,0.910919237653996,1.1071047578408364,1.304102180794935,1.1627358490566035,1.0148905382066002,0.9952830188679244,1.0934128987835645,1.068288119738073,1.139064415731397,1.1410070124455116,1.0,1.0924094978590977,1.0775574317690946,1.3111555777888948,1.147082617049247,0.9999600331724668,1.168054736345405,1.2586206896551724,0.9742156024905385,1.0854483925549914,1.1290322580645162
7,2020-01-09,0.9980412650794663,0.9931833674165029,1.106164907449901,1.1051419800460476,1.069534767383642,1.2175158583998367,1.084361978142936,1.2600882384590548,0.997115288968467,1.051094890510949,1.1256494904550025,1.167173252279635,1.0340830688560783,0.8701695272191218,1.0866225730744614,1.2935279634189236,1.0943396226415092,1.0079820753395883,1.0031446540880502,1.084002754188662,1.0383536014967258,1.0932754880694144,1.118579821845979,1.0,1.0875827170105108,1.04555271941881,1.264382191095548,1.1321670543027609,0.9998201492761009,1.2231449805355668,1.2586206896551724,1.0352582102307413,1.0450809765530575,1.116299882032299
8,2020-01-10,0.9981399996808578,1.012951601908664,1.1295701392075879,1.1557943207981582,1.104552276138069,1.389963167587477,1.138532903530152,1.8480576778220164,0.9961205610265592,1.0875912408759123,1.1751255920769346,1.2310030395136777,1.0493591668763544,0.8708013056754763,1.1339342863238746,1.2844486457966935,1.123820754716981,1.0407039163515845,1.0534591194968552,1.101216433325683,1.0584658559401308,1.1312600207488448,1.1995072335586583,1.0,1.14309069676918,1.071077950127626,1.4212106053026516,1.2398624734553547,1.0004696102235144,1.2614368290668865,1.2816091954022988,1.0436820900988895,1.0592216582064296,1.2128706829923117
9,2020-01-11,0.997850777111125,1.0102249488752555,1.1237570751109074,1.1465848042977744,1.0900450225112557,1.3359422958870473,1.1217076814214955,1.6270310986764227,0.9957226698497958,1.0802919708029197,1.151729582316636,1.2370820668693008,1.0493348160293507,0.9028114141307781,1.1274802645615534,1.2820304256067534,1.1108490566037736,1.0019605097325304,1.0566037735849054,1.1087904521459722,1.0584658559401308,1.1198009997170613,1.2103101901573061,1.5,1.1369404437524342,1.0871784802670132,1.5897948974487248,1.2498230356962285,1.0005795189992304,1.3100625221186737,1.3103448275862066,1.0421438163838361,1.040004834421078,1.217467355489566
