,Dates,801950.SI,801020.SI,801710.SI,801200.SI,801230.SI,801030.SI,801130.SI,801140.SI,801890.SI,801720.SI,801880.SI,801010.SI,801080.SI,801970.SI,801760.SI,801750.SI,801150.SI,801730.SI,801170.SI,801160.SI,801960.SI
0,2002-3-14,1.0377262834016592,0.9791741888016131,1.025142960878642,0.9902317111268581,1.0205236889427134,0.9762591748924324,1.0117769178516092,0.9929893620482124,1.0150086198154347,1.006118031223056,1.014435791057088,0.9760897963133194,1.0042379915435469,0.9909920940320437,0.9892450353558877,1.015998437906795,0.9957560279426125,1.0082183407102185,0.9991863046380636,0.9908452704622001,1.0026090197540065
1,2002-3-15,0.9708892426654537,0.9959507973172294,0.9699663538161857,0.992066728737525,1.0175397588845037,0.9988506343115903,0.9857274332010683,0.9959539371304077,1.0025477070636426,0.9898713635824922,1.0035396536879366,0.9975910541864107,1.0230939022374346,0.9914132410823022,0.9901981766040321,1.0163102666273751,0.9894391430618942,0.9943299837197553,0.9710863377609109,0.9851581249436878,0.9982913926222478
2,2002-3-18,1.0009977182617145,0.9920712539294447,1.00208127943915,0.9975645321419708,0.9990811422109133,0.9946704965263059,1.031812963955001,0.9989555921052632,0.9867955553340974,0.9927425445301996,0.9935494121385448,0.9941270582623645,1.02065275243309,0.9852413633490889,1.0001296792599637,0.9953480749350747,0.9669881447032362,1.0359981933152664,1.00184004624541,0.9850176678445229,0.9940705093776183
3,2002-3-19,1.0270675518729742,0.9787768897651656,1.0249174075693532,0.989262444212916,0.9906349487088787,0.9749580314351075,0.9855518553405475,0.9909609542861376,1.0049737426782468,1.0008720660543649,0.9865273291329516,0.9766493402638944,0.9992177969810687,1.004065665007273,1.0218265116480096,0.985345712005877,1.0095320692237948,0.9862449317696298,0.9833724776308624,0.9951465734808775,0.9997838819130772
4,2002-3-20,1.0091813571193493,1.0061942000417263,1.0097649421984156,0.9643724505434911,1.0024370430544274,1.005201270430376,1.0040939501350854,0.9606064382139148,0.9984926516769249,0.9847150643283527,0.9987032249175333,1.0040018832391715,0.9924421042821864,1.023656339701079,0.9891295152694358,0.9991259190703892,0.9869341788760113,1.003746435912738,1.005024668809864,0.9714753430931822,1.0120475850788642
5,2002-3-21,0.9993979379374357,0.9763767141897013,1.0102925211982514,1.0123471882640587,0.9950309010276595,0.9749447506456852,0.9869587702270223,1.013854176575891,0.994540193735061,1.0035016708241165,1.0192171915957249,0.9769916917274071,0.9986572013446766,0.9886693271918567,1.0065854180029934,1.0061496500617537,1.028471722151443,0.9818772364437104,1.0243892411048343,1.0144322696119092,1.0124310277313018
6,2002-3-22,0.9880686429545588,1.0415867250545556,0.9917522899012017,0.9831904359376886,0.9912024772678457,1.0456995120530188,1.0050576004495646,0.9839553034503349,1.0022515685083992,0.992420760362828,1.020136793241554,1.0432291992737743,0.9925153501142443,1.009895708303326,1.0331789795658268,0.9921105797509143,0.9865891097107772,1.0052702990614384,0.9986915722805977,0.9842668778187075,1.0013642660740782
7,2002-3-25,1.000685911712154,1.0046331123406709,1.0079356248060019,1.033890949585268,0.9979865105234169,1.0134763380575966,1.0026596347535681,1.0289283423201623,0.9912158921675038,0.9991304265635781,1.0088198563846393,1.0072213720606915,0.9858272938278623,1.03894846195834,1.0946134868421051,1.0017141605124438,1.0112379704584094,0.9985052817097793,1.0035606925265643,1.031479538300105,0.9933916218968362
8,2002-3-26,0.984624107233524,0.9872354719516292,0.9831206712220518,0.9870036272630794,0.9903736542115263,0.9895375206157229,0.9800453651441964,0.9896116807508571,1.0042781838091115,0.9891492521781906,0.9966731141199227,0.9908741546925117,0.9931192880961763,1.093034488602661,0.9677322414635063,0.9884717325853684,0.9827404042663128,0.9735016477685304,1.0210480790023786,0.9830959647338082,1.0002615691320147
9,2002-3-27,1.0045120536289802,1.0109305886355904,1.0055555883900023,1.009717151454363,0.9654139184769699,1.0087935554436709,0.9960400759690281,1.0038396703502528,0.9969571721986967,1.001778882938026,1.0003027480204936,1.0097911488815843,0.982708069245135,0.9852778143872734,1.0095877649250833,0.9768567932731107,1.0004865454488383,0.9975672171029227,1.0050907949954897,1.0074245899660244,0.9915895710681244
