,Dates,USD_Coin,Polygon,Cardano,Binance_Coin,Dogecoin,Bitcoin_Cash,Ethereum,Bitcoin_SV,Tether,BitTorrent,Bitcoin,Crypto.com_Coin,Tezos,Waves,XPR,Monero,THETA,FTX_Token,Filecoin,Stellar,Algorand,Maker,IOTA,Aave,Tron,VeChain,Dash,Litecoin,Dai,Ethereum_Classic,Chainlink,Cosmos,LEO,EOS
0,2020-01-03,0.998404289270441,1.0313565098841242,1.0432002447605937,1.0475825019186493,1.021510755377689,1.1368426437487211,1.0556647535183585,1.1037339933283115,0.9986073808813289,1.0474452554744524,1.0539830630113391,1.048632218844985,1.034643138337162,1.0147414973149416,1.0305632600810752,1.1172616953921914,1.0306603773584906,1.02875414274378,1.0062893081761006,1.04659169153087,1.0631431244153415,1.0237432802037159,1.0520563522648299,1.0,1.044998053717408,1.0449636756332024,1.097798899449725,1.0662857720699768,0.999170688328687,1.0786127167630057,1.0344827586206897,1.0355023806617019,1.0320280396422528,1.0724077614611722
1,2020-01-04,0.9998301847589822,0.9834765366820887,1.0078892571193947,1.0146520146520146,1.1297747306562194,1.0099896503622374,1.0004468608028598,1.0648337720581067,1.0010957266660025,1.0069686411149825,1.0045893423758359,1.0,0.9780806012536577,0.9872366919165716,0.9994824284457327,0.9927196883239541,1.068649885583524,0.98375606878715,1.0218749999999999,1.0013157894736842,1.0325560932688076,0.9990787443285198,1.040893532696812,1.0,1.0005959919541088,1.0571213829387647,1.052403736614263,1.0160510218597374,0.99999,1.0403788525056326,1.011111111111111,1.0033483458699803,0.9914509895772339,1.0041345825588894
2,2020-01-05,1.0000659394675688,0.9926075268817136,1.0072746319036257,1.015884476534296,0.9016038144776766,0.9929605702829138,1.0093798853569567,1.0104376487822744,0.9982089552238808,0.9965397923875433,0.9994170914217546,1.0,1.0005133429050397,0.9350430943872188,1.0074568898555227,1.0639419646396575,1.0053533190578159,0.9861168765278354,0.9847094801223242,0.9960578186596584,0.9765658287175117,1.008321999124,0.991750317295488,1.0,1.0076688258506439,0.9713828652683968,1.1082485386447283,1.0140707035351768,0.99959999599996,1.0234846414229548,0.989010989010989,0.9886959178397688,1.0061422159225135,1.0146569960713205
3,2020-01-06,0.9989400429976902,1.052132701421808,1.0779119482320314,1.0632551528073917,1.0350961538461538,1.095526540135505,1.0626152371118815,1.0671438927147516,1.0008971291866027,1.0729166666666665,1.0524381146151238,1.063768115942029,1.0417839133536961,1.020121402877698,1.1465433050629652,1.098811431126346,1.0596379126730566,1.0218428437792328,0.9875776397515528,1.1088390501319263,1.0549738219895288,1.0603337905807042,1.062474550636962,1.0,1.0840106398699572,1.0488563586459285,1.1056847040437585,1.0533848773528465,0.9945277563801159,1.0346138044371405,1.0777777777777777,0.9754456857618256,1.0235970885184316,1.0606850335070739
4,2020-01-07,0.9991739363931023,0.9716859716859717,0.9926835151287754,1.0040106951871657,1.0134695773339526,0.9938974442988204,0.9927817878956134,0.966714783051711,0.997510208146599,0.9449838187702266,1.051114175613151,1.0381471389645776,0.9930203387482781,0.9842424242424243,0.9571864072446875,0.9927605032043675,0.9618090452261305,0.9895637845013047,1.022012578616352,0.9615308348205432,0.9540942928039702,1.0228767330041613,1.01845058855735,1.0,0.9777792924817599,0.9733077459874389,0.9660777385159011,1.0135873126829482,1.0045366756528387,0.9597140871637049,1.0876288659793814,0.9945171430660136,1.0176625759834843,0.999192699192699
5,2020-01-08,1.0019117262888388,0.9927152317880794,0.9804265658747301,0.9680426098535286,0.9798350137488084,0.9892034450076236,0.9844099552572708,1.0028107158541941,0.9997004792332269,1.0068493150684932,0.9882168299471535,1.0446194225721785,1.0182808697943306,0.9685400806090461,0.9721324528125151,1.0130817180428657,1.0303030303030303,1.005689439844581,0.9738461538461538,0.9824706124974201,0.9900303424360641,1.0183389544688028,0.9709171056875605,1.0,0.9781805507145415,0.9836888331242158,0.9586686174103878,0.9778879310344828,1.0021629632596658,1.024246938099967,1.037914691943128,0.977629128687641,1.0121717570156656,0.9749885832718588
6,2020-01-09,0.9997172846943128,0.9719813208805871,0.9955941071182707,0.9903713892709767,1.0,0.9914601124765673,0.9794758894964846,1.0256634842778312,1.0010985718565864,0.979591836734694,0.973050771750459,0.9648241206030149,0.9695360004870587,0.9552652872500289,0.9814993254962421,0.9918915729674146,0.9411764705882353,0.9931928985373932,1.0078988941548184,0.9913937867338393,0.9719789842381786,0.9598012833781825,0.9803443884613255,1.0,0.9955815279361389,0.970298833819242,0.9643265929034719,0.9869969586106581,0.999860110512695,1.047164094691767,1.0,1.0626582119852628,0.9628103774635342,0.9887227526571789
7,2020-01-10,1.000098928375856,1.0199039121482498,1.0211588991840685,1.0458333333333334,1.0327408793265216,1.1416386554621847,1.0499564965197217,1.466609735269001,0.999002394253791,1.034722222222222,1.043953381617872,1.0546875000000002,1.014772602395642,1.0007260406582767,1.0435401531513842,0.9929809653297076,1.026939655172414,1.0324627211262385,1.0501567398119123,1.0158797374550075,1.0193693693693693,1.0347437888198758,1.0723483564893257,1.0,1.0510379384395208,1.0244131455399061,1.1240356083086054,1.095123258306538,1.0006495777744466,1.0313060586771596,1.0182648401826484,1.008136984362839,1.0135307042905053,1.0865097296115442
8,2020-01-11,0.999710238473736,0.9973082099596163,0.9948537378114842,0.99203187250996,0.9868659420289855,0.96113503367561,0.9852220150542088,0.880400605566554,0.9996005592170959,0.9932885906040269,0.9800906303819423,1.0049382716049382,0.9999767945544554,1.036759371221282,0.9943082929582765,0.9981173087784757,0.988457502623295,0.9627719219555956,1.0029850746268656,1.0068778657774071,1.0,0.9898705683736635,1.0090061621109179,1.5,0.9946196281413812,1.0150320806599267,1.1186202041534672,1.0080336024794063,1.0001098571856584,1.0385478621927955,1.022421524663677,0.9985261089275687,0.9818575992697399,1.003789911456936
9,2020-01-12,0.9998320894962985,1.0114709851552026,1.0307922679008985,1.0261044176706828,1.0119320789352915,1.0347692896802605,1.0265647998878533,1.0951058201058204,0.9994005994005994,1.1013513513510136,1.020376116947695,1.0073710073710074,0.9930614107691237,0.9848378819687427,1.0184974926672343,1.0153471543460741,1.0127388535031847,1.0161192639180059,1.0,1.0144897536741875,1.007070260715864,1.0365527551428633,0.9983296795072549,0.6666666666666667,1.028827718433313,0.9976521582084342,1.041692888609188,1.0393422063999354,0.9998202534426458,1.0029174995947918,0.9824561403508774,0.9963449778590007,1.009529343404997,1.0729727020615456
10,2020-01-13,1.0003768624452076,1.0306871247498333,0.9728744618472834,0.9895629484670581,0.9800453514738776,0.9883432631462087,0.9804724839546632,1.0466239884043966,1.0021991203518592,0.95705521472422,0.9906932434413014,1.0,0.9824739055927715,1.0230933207010895,0.9819777973895675,0.9777072215091536,1.0220125786163523,0.985649442941635,0.9732142857142858,0.9828606406855743,0.9969284774023696,0.9924028519774929,0.983948551709715,1.0,0.9749084858569051,0.9786386676321506,1.0487841715752908,0.9651246521222973,1.0001598034417667,0.9825100109536892,0.9776785714285713,0.9976014109347442,0.9726027397260274,0.9669292809765516
11,2020-01-14,0.9992295716578299,1.016828478964401,1.1315089319650324,1.097560975609756,1.0902360018510453,1.3085592331885578,1.1564763231197772,2.454472013848817,0.9948134849391582,1.1217948717948718,1.0884927386147891,1.068292682926829,1.0421787045112185,1.0064822317397848,1.1115368241805024,1.0824466247495335,1.082051282051282,1.0122802121127548,1.0168195718654436,1.0979862985260536,1.0132042253521125,1.100869921195374,1.1166905786704926,1.5,1.1456854178044784,1.1074731779504254,1.2878744239631337,1.180435966203545,0.9941181757357274,1.2422735995613636,1.08675799086758,1.0690663083704595,1.0561013137649427,1.230813822421178
12,2020-01-15,1.0013740398471556,1.0432845321451305,1.0259849320984693,1.0582582582582585,62.9151103565365,0.9731322784629032,1.0022881917263804,0.7218826405867971,1.0018046921997192,1.0657142857142858,0.9987654600643319,1.04337899543379,1.0104982883225562,1.0305922944220816,0.9948933997191369,1.091470517832921,0.990521327014218,1.0870324418711514,1.025563909774436,1.0368689733408962,1.0725456125108601,0.9991633043898629,1.1063050202236497,1.0,1.0305684662137946,1.0025054284282613,1.48630213574863,0.9938673363057107,1.0044801607232545,1.174971679098439,1.0084033613445378,1.0085330628624345,1.0195001681048974,0.9866293369616411
